vehicle_id,fuel_type,rpm,fuel_consumption,throttle_position,fuel_pressure,coolant_temp,torque,spark_timing,speed,engine_load,intake_temp,battery_voltage,power,intake_pressure,vehicle_age,battery_age,battery_health,harsh_braking_count,sudden_acceleration_count,idle_time,days_since_last_service,distance_since_last_service,oil_change_count,brake_change_count,repairs_last_year,accident_history,temperature,humidity,traffic_index,road_quality,terrain_type,aqi,driver_score,engine_stress_score,service_health_score,service_required,vehicle_weight,rpm_variance_score,overheating_risk,aggressive_driving_index,daily_distance,fuel_efficiency,battery_service_required,brake_service_required,oil_change_required,engine_service_required,remaining_service_km,service_status,vehicle_model,engine_displacement_l,cylinder_count,transmission_type,drive_type,vehicle_class,city_mpg,highway_mpg,combined_mpg,air_pollution_score,greenhouse_gas_score,co2_emissions,rainfall_mm,weather_location,weather_severity,wet_road,health_label,days_until_service
VH01874,petrol,3375.0,13.77,80.8,46.3,103.7,112.9,1.9,59.7,92.8,57.3,12.11,32.5,91.5,7,58,25.1,25,17,55.2,227,12400,19,10,9,2,26.6,52.6,0.37,0.86,Highway,95,44.6,0.973,0.192,1,982,0.793,0.594,0.633,80.8,4.0,1,1,1,1,177,Critical,Hyundai i20,1.2,4,Manual,FWD,Hatchback,28.9,34.4,31.4,5,6,169.0,0.7,Bangalore,Clear,0,Critical,
VH01875,petrol,1479.0,4.6,16.7,48.8,88.1,147.1,12.2,49.5,24.9,38.7,14.01,24.9,100.7,1,4,85.6,2,1,11.9,26,931,1,1,0,0,33.3,61.5,0.82,0.75,City,229,95.3,0.083,0.979,0,1187,0.031,0.07,0.006,31.8,4.0,0,0,0,0,6628,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,28.9,38.7,33.3,10,10,128.1,0.1,Delhi,Clear,0,Healthy,
VH01876,diesel,1962.0,8.35,49.0,272.0,92.4,320.0,12.3,51.0,58.0,48.3,13.44,66.9,98.6,3,51,55.0,14,19,42.8,110,6706,8,4,2,2,27.4,61.4,0.57,0.78,Mixed,132,65.4,0.687,0.379,1,2060,0.562,0.25,0.424,74.3,4.0,1,1,0,1,415,Service Soon (11d),Mahindra Scorpio,2.2,4,Manual,4WD,SUV,17.9,26.3,21.7,7,6,227.6,9.8,Pune,Moderate,1,Service Soon,11.0
VH01877,diesel,1085.0,4.53,15.1,271.6,80.5,320.0,14.8,34.5,25.9,43.7,13.72,47.4,105.0,3,12,83.5,2,0,16.9,17,2718,3,1,0,0,29.6,60.5,0.64,0.49,City,53,97.1,0.243,0.894,0,2129,0.157,0.0,0.046,21.4,4.0,0,0,0,0,6591,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,16.6,27.8,21.6,8,9,248.9,8.9,Pune,Moderate,1,Healthy,
VH01878,petrol,1600.0,4.2,36.8,51.5,91.4,106.0,10.7,47.0,59.3,37.5,13.67,15.5,96.4,12,24,81.4,1,7,23.7,70,4605,7,3,1,0,26.5,75.0,0.59,0.56,City,87,90.2,0.43,0.67,0,1063,0.304,0.25,0.196,53.5,4.0,0,0,0,0,4198,Monitor,Tata Altroz,1.2,4,Manual,FWD,Hatchback,30.8,37.8,34.0,8,8,150.9,0.1,Bangalore,Clear,0,Monitor,
VH01879,petrol,1150.0,4.54,9.4,52.6,84.4,147.4,8.3,56.4,33.6,43.7,13.81,23.2,101.8,2,10,92.4,2,0,8.4,2,2356,3,1,0,0,28.6,71.1,0.6,0.55,City,146,95.3,0.235,0.822,0,1401,0.143,0.033,0.0,20.6,4.0,0,0,0,0,5729,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,29.2,32.7,30.8,9,10,166.0,2.9,Mumbai,Clear,1,Healthy,
VH01880,petrol,1428.0,3.11,22.1,53.1,92.9,124.4,10.7,34.8,41.1,36.2,13.66,14.8,99.9,5,12,100.0,1,0,15.1,49,2298,2,1,0,0,32.7,45.8,0.81,0.62,City,170,96.2,0.071,0.922,0,876,0.114,0.326,0.05,40.2,4.08,0,0,0,0,7442,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,32.0,46.5,38.5,10,10,119.8,1.7,Hyderabad,Clear,0,Healthy,
VH01881,petrol,1331.0,5.15,25.9,50.6,89.3,135.0,9.5,45.6,45.3,42.0,13.92,10.0,102.0,1,12,92.7,1,1,14.0,50,626,2,0,0,0,28.9,61.6,0.79,0.57,City,191,97.5,0.157,0.977,0,1103,0.114,0.073,0.103,37.7,4.0,0,0,0,0,7020,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,37.3,40.8,38.9,8,9,150.4,0.1,Delhi,Clear,0,Healthy,
VH01882,petrol,1584.0,5.3,41.0,51.3,97.3,153.7,8.8,41.0,64.4,42.1,13.79,31.9,99.1,15,35,82.1,4,6,18.0,84,2530,4,2,2,0,24.7,65.1,0.52,0.65,Mixed,214,84.9,0.46,0.575,0,1487,0.358,0.261,0.33,68.2,4.0,0,0,0,0,4471,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,26.2,33.4,29.4,8,9,179.5,42.8,Delhi,Severe,1,Monitor,
VH01883,petrol,1685.0,5.53,48.1,46.9,97.0,134.4,10.4,48.8,45.8,41.9,13.21,27.5,100.6,0,23,71.8,8,4,22.4,82,5762,4,1,2,1,29.7,68.7,0.35,0.82,Highway,54,80.8,0.498,0.533,0,926,0.324,0.314,0.225,46.7,4.0,0,0,0,0,2875,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,33.1,43.2,37.6,8,8,142.8,1.9,Bangalore,Clear,0,Monitor,
VH01884,petrol,1605.0,4.25,22.9,48.0,88.0,121.6,14.7,30.9,21.5,44.4,13.76,10.5,97.1,0,0,96.1,2,1,19.1,52,93,3,0,0,0,28.2,89.7,0.75,0.65,City,135,97.8,0.179,0.779,0,911,0.12,0.035,0.0,32.2,4.0,0,0,0,0,4642,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,34.7,44.6,39.2,9,10,126.5,6.7,Mumbai,Moderate,1,Healthy,
VH01885,petrol,1403.0,6.2,24.0,53.0,83.2,141.4,15.4,41.8,37.0,38.9,13.97,18.3,99.9,0,2,92.0,0,0,2.0,55,1106,2,1,0,0,22.5,57.0,0.24,0.25,Off-road,177,98.2,0.239,0.983,0,1248,0.079,0.0,0.0,33.6,4.0,0,0,0,0,5243,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,24.6,34.8,29.2,9,9,147.1,0.8,Kolkata,Clear,0,Healthy,
VH01886,petrol,1382.0,4.73,21.9,55.0,94.1,130.5,8.9,52.4,28.2,43.0,13.87,28.4,98.4,1,18,100.0,0,1,12.8,9,73,1,1,0,0,27.0,62.0,0.19,0.57,Mixed,110,93.4,0.101,0.863,0,1010,0.012,0.238,0.036,33.6,4.0,0,0,0,0,6865,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,34.6,43.4,38.6,10,10,126.8,2.3,Hyderabad,Clear,1,Healthy,
VH01887,petrol,1463.0,4.29,18.8,55.1,88.5,118.3,16.5,47.2,35.1,38.4,13.53,12.3,102.4,1,11,86.8,1,0,15.9,21,273,4,0,0,0,26.3,67.2,0.58,0.58,Mixed,209,94.4,0.136,0.942,1,910,0.126,0.196,0.094,45.7,4.0,0,0,0,1,5333,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,33.9,48.1,40.3,9,10,107.1,41.2,Kolkata,Severe,1,Healthy,
VH01888,petrol,1668.0,7.12,30.2,52.2,100.5,117.6,12.7,74.0,55.4,40.6,12.78,20.1,104.0,4,33,76.0,3,9,21.6,58,5534,8,2,1,1,20.5,59.8,0.59,0.59,City,45,83.4,0.295,0.52,0,1290,0.264,0.419,0.261,35.5,4.0,0,0,0,0,3211,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,27.6,38.1,32.3,8,9,157.8,9.5,Bangalore,Moderate,1,Monitor,
VH01889,petrol,2424.0,8.36,59.3,42.0,117.9,135.9,9.7,43.6,65.0,49.4,11.99,22.6,86.1,3,50,56.6,10,18,26.0,104,9145,12,4,4,2,23.3,51.5,0.84,0.42,City,98,55.7,0.666,0.296,1,1233,0.619,0.836,0.569,57.6,4.0,1,1,1,1,1156,Service Soon (25d),Maruti Brezza,1.5,4,Automatic,FWD,SUV,29.8,33.5,31.5,6,8,172.7,1.7,Hyderabad,Clear,0,Service Soon,25.0
VH01890,petrol,1609.0,7.36,30.2,47.4,99.6,104.3,3.3,58.9,44.6,52.8,13.0,12.4,97.1,3,31,65.7,4,8,10.9,51,2908,3,3,1,1,27.2,49.1,0.56,0.64,Mixed,57,69.8,0.291,0.543,1,1233,0.265,0.397,0.386,32.5,4.0,0,1,0,1,2562,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,26.2,34.8,30.1,8,9,146.7,0.2,Pune,Clear,0,Monitor,
VH01891,petrol,1846.0,7.49,38.0,53.3,94.4,119.1,13.5,35.7,47.7,52.9,12.68,23.5,97.0,2,30,70.2,6,6,25.5,58,3177,5,2,1,0,29.1,65.1,0.86,0.53,City,98,81.7,0.386,0.712,0,1030,0.361,0.225,0.229,55.6,4.0,0,0,0,0,2995,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,33.5,42.6,37.6,9,9,132.6,59.0,Hyderabad,Severe,1,Monitor,
VH01892,petrol,1028.0,5.01,13.9,54.7,93.1,127.3,12.7,30.4,19.1,40.0,13.83,19.9,100.8,4,18,94.8,1,2,3.0,42,2194,3,1,0,0,30.5,90.2,0.78,0.48,City,93,99.1,0.283,0.901,0,1222,0.151,0.171,0.133,28.5,4.0,0,0,0,0,6803,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,26.8,36.3,31.1,9,10,171.1,4.7,Mumbai,Clear,1,Healthy,
VH01893,petrol,2134.0,6.0,62.5,45.9,102.3,111.8,11.4,76.1,73.6,61.0,12.74,21.3,96.1,1,51,44.8,12,14,30.5,197,9388,7,5,3,0,39.1,92.6,0.26,0.9,Highway,112,64.2,0.688,0.427,1,1242,0.424,0.436,0.362,78.3,4.0,1,0,1,1,1667,Service Soon (15d),Tata Nexon,1.2,4,Manual,FWD,SUV,25.5,34.0,29.3,5,7,161.5,9.2,Chennai,Moderate,1,Service Soon,15.0
VH01894,petrol,1969.0,7.53,51.4,55.3,113.4,143.1,9.8,74.9,72.4,41.5,11.92,33.5,97.6,5,36,67.1,13,10,23.6,185,6843,9,6,3,0,32.5,88.5,0.76,0.66,City,141,60.4,0.563,0.501,1,1449,0.415,0.806,0.611,60.4,4.0,0,1,1,1,1592,Service Soon (18d),Hyundai Creta,1.5,4,Automatic,FWD,SUV,23.5,33.7,28.1,8,7,181.9,2.3,Chennai,Clear,1,Service Soon,18.0
VH01895,diesel,1255.0,4.94,11.2,313.7,77.8,320.0,12.0,31.7,18.6,40.2,13.83,52.2,101.9,3,6,89.5,2,0,10.3,52,2881,1,1,0,0,17.7,58.5,0.58,0.54,Mixed,41,97.6,0.177,0.922,0,2011,0.13,0.0,0.049,42.2,4.0,0,0,0,0,7792,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,22.0,26.8,24.2,10,9,211.1,8.8,Hyderabad,Moderate,1,Healthy,
VH01896,petrol,2372.0,11.65,61.8,48.6,110.9,102.3,15.1,50.2,71.2,49.4,12.58,20.8,98.3,8,44,67.7,11,8,44.8,154,5641,9,6,3,0,28.5,63.8,0.09,0.37,Off-road,182,62.7,0.765,0.354,1,1000,0.622,0.63,0.557,101.3,4.0,0,1,1,1,916,Service Soon (7d),Hyundai i20,1.2,4,Manual,FWD,Hatchback,26.6,39.5,32.4,6,7,161.4,8.7,Kolkata,Moderate,1,Service Soon,7.0
VH01897,petrol,1590.0,8.18,35.9,49.8,93.9,111.8,10.5,44.5,54.0,42.5,13.37,20.1,98.4,1,29,79.3,7,9,24.4,70,4132,4,1,1,0,16.7,47.2,0.59,0.51,City,151,76.7,0.416,0.538,0,1012,0.361,0.169,0.185,37.3,4.0,0,0,0,0,1748,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,31.6,44.1,37.2,8,8,152.1,0.0,Delhi,Clear,0,Monitor,
VH01898,petrol,2514.0,12.2,70.5,49.6,119.7,124.4,11.3,68.8,83.2,62.2,11.48,33.1,86.8,0,64,35.4,32,30,54.1,281,9158,14,11,6,1,27.2,81.6,0.58,0.71,Mixed,108,31.2,0.68,0.024,1,1195,0.552,0.909,0.602,83.2,4.0,1,1,1,1,220,Critical,Maruti Brezza,1.5,4,Automatic,FWD,SUV,27.3,33.8,30.2,7,7,174.6,3.8,Chennai,Clear,1,Critical,
VH01899,petrol,1816.0,2.0,10.6,55.7,87.7,172.1,14.5,60.9,24.4,30.9,13.85,24.4,104.2,0,14,84.8,0,1,8.6,48,1803,4,0,0,0,18.8,39.5,0.4,0.91,Highway,269,100.0,0.127,0.881,0,1511,0.062,0.096,0.031,45.3,5.5,0,0,0,0,7167,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,29.6,35.8,32.4,9,10,148.6,3.5,Delhi,Clear,1,Healthy,
VH01900,petrol,1430.0,7.26,25.1,52.3,82.4,146.9,12.2,57.5,34.1,37.9,14.01,17.1,100.7,0,0,100.0,0,0,14.4,50,1227,1,0,0,0,27.9,95.9,0.16,0.26,Off-road,106,98.2,0.303,0.913,0,1033,0.238,0.0,0.014,38.7,4.0,0,0,0,0,6211,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,36.4,37.1,36.7,8,8,137.3,8.4,Chennai,Moderate,1,Healthy,
VH01901,diesel,1216.0,5.75,19.4,297.8,82.7,320.0,11.4,55.1,33.4,44.4,13.68,53.1,103.7,2,14,98.1,1,2,11.0,58,1234,3,0,0,0,26.0,54.4,0.02,0.19,Off-road,197,95.5,0.275,0.98,0,2032,0.256,0.001,0.131,21.7,4.0,0,0,0,0,7287,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,17.0,23.9,20.1,9,10,218.6,5.7,Delhi,Moderate,1,Healthy,
VH01902,petrol,2537.0,8.9,72.1,47.0,113.2,110.0,6.8,74.2,87.1,65.2,12.27,24.7,82.6,4,70,33.4,22,16,37.3,331,12934,18,11,6,2,22.3,66.4,0.86,0.48,City,59,35.4,0.867,0.09,1,894,0.763,0.72,0.938,101.5,4.0,1,1,1,0,230,Critical,Maruti Swift,1.2,4,Manual,FWD,Hatchback,30.8,40.3,35.1,6,6,148.2,9.5,Bangalore,Moderate,1,Critical,
VH01903,petrol,1792.0,4.42,9.8,52.4,87.0,119.2,13.5,63.2,43.0,47.8,13.67,16.4,101.5,1,15,92.2,0,1,13.4,57,66,4,0,0,0,32.3,81.4,0.77,0.5,Mixed,69,93.3,0.218,0.99,0,947,0.17,0.04,0.014,37.1,4.0,0,0,0,0,7794,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,38.7,44.4,41.3,8,9,122.3,7.1,Chennai,Moderate,1,Healthy,
VH01904,diesel,806.0,6.87,26.7,277.1,80.9,320.0,10.9,43.2,46.9,35.2,13.98,43.4,106.1,1,9,97.3,0,3,12.1,11,1648,3,0,0,0,17.7,73.0,0.03,0.33,Off-road,179,94.0,0.371,0.907,0,2045,0.253,0.0,0.199,41.9,4.0,0,0,0,0,6346,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,22.1,30.1,25.7,8,8,208.8,0.3,Kolkata,Clear,0,Healthy,
VH01905,petrol,1662.0,3.52,12.5,52.8,90.2,137.6,12.1,38.3,47.6,37.4,13.3,17.7,103.9,14,10,84.4,1,0,9.1,23,248,3,1,0,0,26.1,64.7,0.36,0.78,Highway,62,95.4,0.114,0.781,0,986,0.114,0.119,0.102,36.7,4.25,0,0,0,0,4932,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,32.5,42.4,37.0,10,9,131.5,7.5,Bangalore,Moderate,1,Healthy,
VH01906,diesel,1438.0,4.96,49.5,276.5,92.5,320.0,10.7,73.1,47.7,40.3,13.14,43.4,101.3,1,37,78.6,7,6,23.7,82,4269,4,1,1,0,27.1,63.3,0.62,0.56,City,95,82.7,0.396,0.656,0,2079,0.235,0.237,0.224,30.0,4.0,0,0,0,0,3466,Monitor,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,21.6,26.6,23.9,8,9,207.1,14.4,Hyderabad,Moderate,1,Monitor,
VH01907,diesel,1727.0,5.59,34.6,260.8,99.6,320.0,16.1,56.4,51.5,38.5,13.12,63.4,106.3,8,33,81.5,1,5,19.7,86,3980,4,1,1,1,20.2,53.5,0.48,0.69,Mixed,189,79.4,0.554,0.735,0,2057,0.426,0.29,0.349,37.5,4.0,0,0,0,0,2545,Monitor,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,19.6,21.5,20.5,8,8,250.5,1.5,Delhi,Clear,0,Monitor,
VH01908,petrol,1305.0,4.85,26.6,54.8,90.3,128.5,16.8,23.0,27.0,33.6,13.98,28.9,101.5,0,4,99.7,3,2,17.0,45,1616,2,1,0,0,26.5,79.1,0.62,0.67,City,165,98.1,0.157,0.8,0,1001,0.117,0.075,0.006,46.8,4.0,0,0,0,0,5449,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,34.2,39.7,36.7,10,10,126.2,5.2,Kolkata,Moderate,1,Healthy,
VH01909,petrol,1441.0,2.92,12.4,48.7,84.0,119.6,10.9,61.1,22.3,47.2,13.66,11.2,97.4,1,13,91.1,1,1,15.2,16,1344,1,0,0,0,36.4,86.3,0.91,0.55,City,96,96.1,0.053,0.835,0,975,0.083,0.0,0.131,50.4,4.0,0,0,0,0,4946,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,38.5,46.8,42.2,10,10,127.4,21.5,Mumbai,Severe,1,Healthy,
VH01910,petrol,1369.0,6.39,12.8,52.1,84.1,135.9,16.1,54.5,31.7,35.0,13.83,17.1,101.2,2,0,86.4,0,0,12.5,16,1561,1,1,0,0,13.6,60.3,0.0,0.25,Off-road,117,100.0,0.23,0.864,0,916,0.096,0.0,0.113,38.4,4.0,0,0,0,0,5234,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,36.2,42.3,38.9,9,9,111.6,16.7,Bangalore,Moderate,1,Healthy,
VH01911,petrol,1190.0,4.07,7.2,49.6,90.3,121.6,15.3,32.5,42.8,39.9,13.66,25.1,98.2,1,7,88.3,1,1,8.6,24,745,3,1,0,0,30.8,79.0,0.66,0.57,City,93,91.7,0.112,0.95,0,919,0.06,0.112,0.154,42.2,4.0,0,0,0,0,7618,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,38.8,46.6,42.3,9,10,121.8,34.2,Chennai,Severe,1,Healthy,
VH01912,petrol,1400.0,3.56,20.6,52.3,89.9,142.8,15.2,35.6,43.1,37.4,13.8,27.5,100.6,5,11,91.4,0,0,11.7,9,2806,2,0,0,0,24.0,63.0,0.83,0.5,City,108,96.3,0.225,0.937,1,1408,0.138,0.062,0.065,36.8,4.0,0,0,0,1,7571,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,28.0,34.0,30.7,8,9,151.6,5.9,Bangalore,Moderate,1,Healthy,
VH01913,petrol,1567.0,3.2,15.6,51.1,87.6,166.4,9.9,34.6,22.7,43.6,13.97,15.7,102.0,4,8,82.9,3,1,17.8,24,2024,1,0,0,0,19.8,85.4,0.27,0.83,Highway,191,93.4,0.272,0.949,0,1410,0.176,0.073,0.166,20.2,4.0,0,0,0,0,7226,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,29.0,32.9,30.8,9,10,169.2,9.0,Kolkata,Moderate,1,Healthy,
VH01914,petrol,1414.0,5.23,9.1,55.7,88.2,133.4,16.2,42.0,22.9,36.1,13.96,14.1,103.0,5,12,100.0,0,0,11.2,57,494,2,0,0,0,15.9,62.3,0.58,0.69,Mixed,62,95.5,0.212,0.836,0,886,0.207,0.049,0.131,26.7,4.0,0,0,0,0,4907,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,35.7,46.1,40.4,8,10,147.5,18.8,Bangalore,Moderate,1,Healthy,
VH01915,petrol,1587.0,2.97,14.3,45.4,88.5,101.5,13.0,36.7,50.4,37.6,14.13,10.0,98.8,0,11,96.7,1,0,9.5,20,2650,3,1,0,0,22.4,66.4,0.33,0.72,Highway,209,94.1,0.329,0.827,0,994,0.243,0.068,0.119,35.7,4.15,0,0,0,0,7431,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,37.5,41.3,39.2,9,8,132.1,47.4,Kolkata,Severe,1,Healthy,
VH01916,petrol,1783.0,5.06,47.7,54.9,97.8,91.9,12.6,42.4,63.0,29.9,13.52,18.4,99.8,2,24,68.2,9,2,18.4,111,4937,3,2,2,1,26.9,68.4,0.36,0.78,Highway,218,76.1,0.537,0.565,0,1284,0.368,0.334,0.276,58.3,4.0,0,0,0,0,4311,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,28.2,35.8,31.6,7,8,158.7,6.5,Delhi,Moderate,1,Monitor,
VH01917,petrol,1363.0,4.31,20.3,52.8,87.8,140.4,12.3,39.4,48.5,31.6,14.4,17.0,103.2,0,14,92.7,1,2,11.5,40,974,2,1,0,0,17.5,60.4,0.57,0.59,Mixed,130,100.0,0.319,0.919,0,1007,0.177,0.064,0.017,38.3,4.0,0,0,0,0,7129,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,34.0,43.0,38.1,8,9,123.4,6.2,Bangalore,Moderate,1,Healthy,
VH01918,diesel,1393.0,10.24,53.5,258.5,98.3,320.0,7.7,33.3,74.4,69.0,13.17,55.6,98.2,7,41,47.8,14,18,29.6,159,6973,9,5,2,0,27.3,74.7,0.63,0.57,City,200,66.3,0.638,0.335,1,2121,0.486,0.483,0.36,79.7,4.0,1,1,1,0,1364,Service Soon (5d),Mahindra XUV700,2.2,4,Automatic,AWD,SUV,18.7,21.6,20.0,7,7,252.7,10.2,Kolkata,Moderate,1,Service Soon,5.0
VH01919,petrol,1510.0,3.31,27.9,50.7,83.7,154.1,12.1,48.4,25.3,42.8,13.74,21.0,99.8,1,14,85.5,0,1,12.7,43,601,4,0,0,0,30.1,46.3,0.36,0.72,Highway,199,93.1,0.333,0.993,0,1224,0.277,0.0,0.208,32.4,4.01,0,0,0,0,7321,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,30.5,37.2,33.5,8,9,146.3,2.6,Delhi,Clear,1,Healthy,
VH01920,petrol,1409.0,4.38,21.0,44.0,84.7,117.5,15.2,67.3,47.2,38.8,13.38,21.6,102.0,10,12,91.6,0,3,15.1,39,1275,1,1,0,0,30.7,80.5,0.7,0.55,City,129,94.5,0.198,0.778,0,1026,0.195,0.0,0.085,48.3,4.02,0,0,0,0,4815,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,38.2,38.8,38.5,8,9,131.2,18.8,Mumbai,Moderate,1,Healthy,
VH01921,petrol,1174.0,4.66,25.7,51.5,82.0,165.8,13.4,34.7,31.7,40.3,13.97,17.6,103.3,1,6,98.2,1,1,13.1,4,32,4,0,0,0,22.5,70.7,0.55,0.38,City,229,95.6,0.104,0.914,0,1208,0.144,0.0,0.158,42.6,4.0,0,0,0,0,5740,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,30.7,39.4,34.6,9,9,146.2,12.7,Kolkata,Moderate,1,Healthy,
VH01922,petrol,2356.0,11.39,67.0,56.9,105.8,129.2,10.9,77.0,64.7,52.9,12.97,32.5,90.2,7,38,41.1,11,10,26.9,118,8678,8,4,3,2,29.4,76.9,0.79,0.52,City,193,62.4,0.618,0.265,1,1192,0.586,0.487,0.524,112.9,4.0,1,0,1,0,783,Service Soon (24d),Maruti Brezza,1.5,4,Automatic,FWD,SUV,30.6,37.1,33.5,7,8,168.0,0.1,Delhi,Clear,0,Service Soon,24.0
VH01923,petrol,1403.0,3.99,19.1,49.7,79.4,112.7,14.4,55.3,41.2,47.2,13.82,11.1,102.9,2,14,94.8,1,0,8.5,58,1099,1,1,0,0,33.1,72.2,0.73,0.53,City,178,91.4,0.319,0.921,0,1023,0.243,0.049,0.15,35.9,4.0,0,0,0,0,5397,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,35.2,46.1,40.1,8,9,142.5,6.4,Mumbai,Moderate,1,Healthy,
VH01924,petrol,2134.0,11.43,81.6,47.4,121.6,133.0,5.3,74.1,88.4,56.1,10.7,19.8,93.7,6,76,42.6,20,17,57.1,361,9881,13,6,9,3,41.4,62.7,0.3,0.79,Highway,102,46.2,0.93,0.088,1,1141,0.878,0.963,0.765,99.4,4.0,1,1,1,1,275,Critical,Maruti Brezza,1.5,4,Automatic,FWD,SUV,22.8,31.5,26.7,5,6,168.0,19.2,Pune,Moderate,1,Critical,
VH01925,petrol,1342.0,4.14,8.4,50.5,85.5,126.6,13.5,54.5,44.3,40.1,13.97,15.6,102.4,4,2,97.2,3,0,12.4,25,2907,4,1,0,0,30.6,82.5,0.82,0.57,City,61,90.3,0.336,0.787,0,1011,0.264,0.002,0.066,33.2,4.0,0,0,0,0,6577,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,35.7,45.5,40.1,9,9,133.3,0.2,Chennai,Clear,0,Healthy,
VH01926,petrol,1780.0,5.28,34.8,57.3,104.8,137.0,12.5,88.3,54.4,44.2,13.13,27.1,97.2,1,30,79.5,6,9,17.5,83,4453,4,3,2,1,16.3,55.0,0.6,0.47,City,112,84.5,0.284,0.585,0,1464,0.192,0.471,0.226,63.6,4.0,0,0,0,0,2328,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,26.8,30.4,28.4,8,8,166.5,1.3,Bangalore,Clear,0,Monitor,
VH01927,petrol,1653.0,8.22,51.7,53.4,104.1,122.6,16.6,55.8,51.6,43.5,13.02,16.8,98.5,2,22,80.2,8,8,8.3,71,3456,6,1,1,0,22.0,72.9,0.01,0.36,Off-road,207,77.7,0.636,0.685,1,1052,0.423,0.512,0.348,42.4,4.0,0,0,1,0,2836,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,29.9,40.7,34.8,7,7,155.3,9.0,Kolkata,Moderate,1,Monitor,
VH01928,petrol,2006.0,4.64,46.2,51.3,101.0,108.3,12.4,73.7,59.2,42.0,13.49,12.7,93.8,3,33,82.5,5,3,21.9,56,2749,4,3,2,1,29.1,68.6,0.36,0.69,Highway,173,83.6,0.448,0.749,1,1285,0.406,0.389,0.259,50.7,4.0,0,0,1,0,2338,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,28.0,38.3,32.6,8,9,167.4,19.4,Kolkata,Moderate,1,Monitor,
VH01929,diesel,2030.0,9.8,50.5,249.7,98.1,320.0,14.8,52.5,73.7,42.4,12.43,70.8,92.5,6,53,66.7,17,9,30.8,104,7577,11,6,2,0,22.1,75.1,0.89,0.53,City,215,64.2,0.601,0.279,1,2054,0.486,0.411,0.488,74.2,4.0,0,0,1,0,1143,Service Soon (21d),Mahindra Scorpio,2.2,4,Manual,4WD,SUV,26.1,24.7,25.5,7,8,224.3,3.3,Kolkata,Clear,1,Service Soon,21.0
VH01930,diesel,1146.0,6.23,27.6,294.4,95.7,320.0,13.5,61.4,62.6,44.0,13.55,53.2,100.8,6,24,83.7,2,5,13.7,59,3063,5,1,2,1,27.3,81.5,0.74,0.63,City,195,82.4,0.341,0.552,0,2064,0.306,0.323,0.309,46.5,4.0,0,0,0,0,3080,Monitor,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,21.3,26.6,23.7,8,9,227.4,1.8,Kolkata,Clear,0,Monitor,
